id,createdAt,updatedAt,kill,victim,distance,weapon,timestamp,idDiscord
38,2025-10-23T17:39:35.691Z,2025-10-23T17:39:35.691Z,😎 Chico Mineiro,😭 TDB LC,15m,SF19,2025-10-23T02:19:04.351Z,1430742292133838898
39,2025-10-23T17:39:35.692Z,2025-10-23T17:39:35.692Z,😎 TDB LC,😭 RATAO,21m,MP5_SD,2025-10-23T02:17:06.607Z,1430741798279577622
40,2025-10-23T17:39:35.693Z,2025-10-23T17:39:35.693Z,😎 TDB LC,😭 BRUTÃO,27m,MP5_SD,2025-10-23T02:17:06.484Z,1430741797763682354
41,2025-10-23T17:39:35.694Z,2025-10-23T17:39:35.694Z,😎 TDB Bibakillbr,😭 RATAO,18m,MP5_SD,2025-10-23T02:16:06.655Z,1430741546822668399
42,2025-10-23T17:39:35.694Z,2025-10-23T17:39:35.694Z,😎 BRUTÃO,😭 TDB Bibakillbr,2m,AKS 74U,2025-10-23T02:16:06.446Z,1430741545946054666
43,2025-10-23T17:39:35.695Z,2025-10-23T17:39:35.695Z,😎 P2Kid,😭 Chico Mineiro,54m,AK47,2025-10-23T02:13:06.315Z,1430740790421749863
44,2025-10-23T17:39:35.696Z,2025-10-23T17:39:35.696Z,😎 TDB LC,😭 RATAO,18m,SF19,2025-10-23T02:12:06.281Z,1430740538621038614
45,2025-10-23T17:39:35.696Z,2025-10-23T17:39:35.696Z,😎 P2Kid,😭 Chico Mineiro,40m,SVD,2025-10-23T02:11:03.352Z,1430740274677809184
46,2025-10-23T17:39:35.698Z,2025-10-23T17:39:35.698Z,😎 BRUTÃO,😭 Cachorro Loko,35m,AKS 74U,2025-10-23T02:11:02.255Z,1430740270076395602
47,2025-10-23T17:39:35.699Z,2025-10-23T17:39:35.699Z,😎 BRUTÃO,😭 Kowalski,60m,AKS 74U,2025-10-23T02:09:06.245Z,1430739783495192607
48,2025-10-23T17:39:35.699Z,2025-10-23T17:39:35.699Z,😎 P2Kid,😭 TDB GLA,106m,SVD,2025-10-23T02:05:04.486Z,1430738769484714068
49,2025-10-23T17:39:35.700Z,2025-10-23T17:39:35.700Z,😎 P2Kid,😭 Cachorro Loko,22m,AK47,2025-10-23T02:04:06.066Z,1430738524453474446
50,2025-10-23T17:39:35.701Z,2025-10-23T17:39:35.701Z,😎 Kowalski,😭 RATINHO DO AÉRO,113m,Carbon Hunter,2025-10-23T02:00:04.348Z,1430737510614564935
51,2025-10-23T17:40:13.886Z,2025-10-23T17:40:13.886Z,😎 NPC Drifter Level 4,😭 Senador Cannabis,14m,SDASS 12M,2025-10-23T17:37:04.096Z,1430973313328615576
52,2025-10-23T17:40:13.887Z,2025-10-23T17:40:13.887Z,😎 NPC Drifter Level 4,😭 Senador Cannabis,11m,SDASS 12M,2025-10-23T17:24:03.666Z,1430970039967940818
53,2025-10-23T18:18:58.476Z,2025-10-23T18:18:58.476Z,😎 RATINHO DO AÉRO,😭 TDB Sensei,82m,AWP,2025-10-23T01:59:03.122Z,1430737253814108251
54,2025-10-23T18:18:58.477Z,2025-10-23T18:18:58.477Z,😎 Chico Mineiro,😭 RATAO,31m,AKS 74U,2025-10-23T01:58:05.849Z,1430737013593604129
55,2025-10-23T18:18:58.478Z,2025-10-23T18:18:58.478Z,😎 TDB Sensei,😭 REI_MERUEM,7m,SF19,2025-10-23T01:57:06.071Z,1430736762866499686
56,2025-10-23T18:18:58.479Z,2025-10-23T18:18:58.479Z,😎 Chico Mineiro,😭 PC007x,11m,AKS 74U,2025-10-23T01:57:05.796Z,1430736761713070161
57,2025-10-23T18:18:58.479Z,2025-10-23T18:18:58.479Z,😎 RATAO,😭 TDB LC,47m,VSS VZ,2025-10-23T01:56:06.388Z,1430736512537858069
58,2025-10-23T18:18:58.480Z,2025-10-23T18:18:58.480Z,😎 P2Kid,😭 SIRIRIC4,12m,AK47,2025-10-23T01:56:05.808Z,1430736510105288816
59,2025-10-23T18:18:58.481Z,2025-10-23T18:18:58.481Z,😎 P2Kid,😭 Fn,132m,AK47,2025-10-23T01:55:05.779Z,1430736258325282877
60,2025-10-23T18:18:58.483Z,2025-10-23T18:18:58.483Z,😎 BRUTÃO,😭 REI_MERUEM,68m,SVD,2025-10-23T01:55:04.685Z,1430736253736845423
61,2025-10-23T18:18:58.483Z,2025-10-23T18:18:58.483Z,😎 BRUTÃO,😭 TDB Sensei,107m,SVD,2025-10-23T01:55:03.049Z,1430736246874832980
62,2025-10-23T18:18:58.484Z,2025-10-23T18:18:58.484Z,😎 REI_MERUEM,😭 TDB LC,2m,M1 Garand,2025-10-23T01:55:02.817Z,1430736245901889716
63,2025-10-23T18:18:58.484Z,2025-10-23T18:18:58.484Z,😎 P2Kid,😭 TDB LC,23m,AK47,2025-10-23T01:54:05.712Z,1430736006386155672
64,2025-10-23T18:18:58.485Z,2025-10-23T18:18:58.485Z,😎 P2Kid,😭 TDB GLA,2m,M70 Bayonet,2025-10-23T01:54:04.101Z,1430735999629262960
65,2025-10-23T18:18:58.486Z,2025-10-23T18:18:58.486Z,😎 RITTER,😭 TDB Wilso Waldo,3m,AK47,2025-10-23T01:53:06.355Z,1430735757424857168
66,2025-10-23T18:18:58.486Z,2025-10-23T18:18:58.486Z,😎 BRUTÃO,😭 Fn,49m,AK47 Engraved,2025-10-23T01:53:06.048Z,1430735756137332859
67,2025-10-23T18:18:58.487Z,2025-10-23T18:18:58.487Z,😎 P2Kid,😭 RATINHO DO AÉRO,30m,AK47,2025-10-23T01:53:05.941Z,1430735755688284211
68,2025-10-23T18:18:58.487Z,2025-10-23T18:18:58.487Z,😎 TDB GLA,😭 Cachorro Loko,1m,SF19,2025-10-23T01:53:05.729Z,1430735754799087647
69,2025-10-23T18:18:58.488Z,2025-10-23T18:18:58.488Z,😎 RATAO,😭 PC007x,4m,MP5 K,2025-10-23T01:52:07.351Z,1430735509944270931
70,2025-10-23T18:18:58.489Z,2025-10-23T18:18:58.489Z,😎 P2Kid,😭 Fn,37m,SF19,2025-10-23T01:52:05.589Z,1430735502553907212
71,2025-10-23T18:18:58.489Z,2025-10-23T18:18:58.489Z,😎 Fn,😭 TDB LC,18m,AK47,2025-10-23T01:52:04.172Z,1430735496610578533
72,2025-10-23T18:18:58.490Z,2025-10-23T18:18:58.490Z,😎 Fn,😭 TDB GLA,31m,AK47,2025-10-23T01:51:06.203Z,1430735253470707712
73,2025-10-23T18:18:58.491Z,2025-10-23T18:18:58.491Z,😎 Rogeria,😭 PIA VENENOSO,1m,1H_Metal_Sword_C_2143371550,2025-10-23T01:51:05.930Z,1430735252325666846
74,2025-10-23T18:18:58.491Z,2025-10-23T18:18:58.491Z,😎 RATAO,😭 REI_MERUEM,13m,MP5 K,2025-10-23T01:51:05.783Z,1430735251709231188
75,2025-10-23T18:18:58.492Z,2025-10-23T18:18:58.492Z,😎 P2Kid,😭 Cachorro Loko,6m,SF19,2025-10-23T01:51:05.673Z,1430735251247992933
76,2025-10-23T18:18:58.492Z,2025-10-23T18:18:58.492Z,😎 Fn,😭 P2Kid,24m,MP5 K,2025-10-23T01:50:06.363Z,1430735002483691531
77,2025-10-23T18:18:58.493Z,2025-10-23T18:18:58.493Z,😎 TDB GLA,😭 SIRIRIC4,33m,AK47,2025-10-23T01:50:05.969Z,1430735000831266898
78,2025-10-23T18:18:58.494Z,2025-10-23T18:18:58.494Z,😎 P2Kid,😭 RATINHO DO AÉRO,4m,AK47,2025-10-23T01:50:05.691Z,1430734999665250345
79,2025-10-23T18:18:58.494Z,2025-10-23T18:18:58.494Z,😎 TDB GLA,😭 RATINHO DO AÉRO,34m,AK47,2025-10-23T01:49:05.584Z,1430734747558084769
80,2025-10-23T18:18:58.495Z,2025-10-23T18:18:58.495Z,😎 BRUTÃO,😭 REI_MERUEM,23m,AK47 Engraved,2025-10-23T01:48:05.592Z,1430734495933268069
81,2025-10-23T18:18:58.495Z,2025-10-23T18:18:58.495Z,😎 BRUTÃO,😭 PC007x,96m,AK47 Engraved,2025-10-23T01:48:03.815Z,1430734488480251907
82,2025-10-23T18:18:58.496Z,2025-10-23T18:18:58.496Z,😎 REI_MERUEM,😭 RATAO,25m,SF19,2025-10-23T01:47:04.559Z,1430734239942312018
83,2025-10-23T18:18:58.497Z,2025-10-23T18:18:58.497Z,😎 NPC Guard Level 2,😭 Shaco,4m,Improvised_Bow_30_C,2025-10-23T01:46:06.121Z,1430733994835710033
84,2025-10-23T18:18:58.497Z,2025-10-23T18:18:58.497Z,😎 P2Kid,😭 PCD XERIFEXX,1m,M70 Bayonet,2025-10-23T01:46:05.623Z,1430733992747073567
85,2025-10-23T18:18:58.498Z,2025-10-23T18:18:58.498Z,😎 RATAO,😭 CoYoTeX,14m,UMP 45,2025-10-23T01:46:05.455Z,1430733992042434644
86,2025-10-23T18:18:58.498Z,2025-10-23T18:18:58.498Z,😎 RATAO,😭 Cachorro Loko,13m,UMP 45,2025-10-23T01:46:02.511Z,1430733979694141491
87,2025-10-23T18:18:58.499Z,2025-10-23T18:18:58.499Z,😎 P2Kid,😭 REI_MERUEM,19m,AKM,2025-10-23T01:45:06.224Z,1430733743609483277
88,2025-10-23T18:18:58.500Z,2025-10-23T18:18:58.500Z,😎 BRUTÃO,😭 PC007x,20m,AK47 Engraved,2025-10-23T01:45:06.073Z,1430733742976143372
89,2025-10-23T18:18:58.500Z,2025-10-23T18:18:58.500Z,😎 P2Kid,😭 REI_MERUEM,51m,AKM,2025-10-23T01:45:05.435Z,1430733740300173465
90,2025-10-23T18:18:58.501Z,2025-10-23T18:18:58.501Z,😎 PCD Badogue,😭 PriorXXT,12m,MK18,2025-10-23T01:44:05.510Z,1430733488956510318
91,2025-10-23T18:18:58.503Z,2025-10-23T18:18:58.503Z,😎 P2Kid,😭 SIRIRIC4,26m,AKM,2025-10-23T01:43:08.337Z,1430733249155432510
92,2025-10-23T18:18:58.505Z,2025-10-23T18:18:58.505Z,😎 BRUTÃO,😭 PC007x,12m,AK47 Engraved,2025-10-23T01:43:06.114Z,1430733239831498863
93,2025-10-23T18:18:58.506Z,2025-10-23T18:18:58.506Z,😎 PCD Badogue,😭 Branca_,8m,MK18,2025-10-23T01:43:05.900Z,1430733238934179880
94,2025-10-23T18:18:58.508Z,2025-10-23T18:18:58.508Z,😎 Branca_,😭 PCD XERIFEXX,9m,MP5_SD,2025-10-23T01:43:05.662Z,1430733237935673477
95,2025-10-23T18:18:58.508Z,2025-10-23T18:18:58.508Z,😎 Branca_,😭 Cimario,10m,MP5_SD,2025-10-23T01:43:05.426Z,1430733236945944587
96,2025-10-23T18:18:58.509Z,2025-10-23T18:18:58.509Z,😎 RATAO,😭 REI_MERUEM,11m,M1887 Sawed Off,2025-10-23T01:41:05.381Z,1430732733440593940
97,2025-10-23T18:18:58.510Z,2025-10-23T18:18:58.510Z,😎 SIRIRIC4,😭 RATAO,12m,MK18,2025-10-23T01:38:05.310Z,1430731978168078388
98,2025-10-23T18:18:58.510Z,2025-10-23T18:18:58.510Z,😎 SIRIRIC4,😭 RATAO,8m,MK18,2025-10-23T01:37:05.239Z,1430731726212042844
99,2025-10-23T18:18:58.511Z,2025-10-23T18:18:58.511Z,😎 DGэЯмΑИØ,😭 Tilbis,232m,SVD,2025-10-23T01:35:05.447Z,1430731223767977994
100,2025-10-23T18:18:58.511Z,2025-10-23T18:18:58.511Z,😎 RATAO,😭 CoYoTeX,7m,SF19,2025-10-23T01:35:05.234Z,1430731222874718238
101,2025-10-23T18:18:58.512Z,2025-10-23T18:18:58.512Z,😎 REI_MERUEM,😭 Cachorro Loko,22m,UMP 45,2025-10-23T01:33:11.229Z,1430730744702963783
102,2025-10-23T18:18:58.512Z,2025-10-23T18:18:58.512Z,😎 NPC Guard Level 1,😭 Fn,6m,Improvised Crossbow,2025-10-23T01:33:08.209Z,1430730732036296857
103,2025-10-23T18:19:48.029Z,2025-10-23T18:19:48.029Z,😎 CoYoTeX,😭 RATAO,8m,PeaceKeeper 38,2025-10-23T01:33:05.016Z,1430730718644011058
104,2025-10-23T18:19:48.032Z,2025-10-23T18:19:48.032Z,😎 SIRIRIC4,😭 Fn,9m,AK47,2025-10-23T01:33:04.819Z,1430730717817602098
105,2025-10-23T18:19:48.033Z,2025-10-23T18:19:48.033Z,😎 DGэЯмΑИØ,😭 ONEReaper,50m,SVD,2025-10-23T01:32:05.182Z,1430730467681894553
106,2025-10-23T18:19:48.035Z,2025-10-23T18:19:48.035Z,😎 ONEReaper,😭 TDB Bibakillbr,27m,SF19,2025-10-23T01:32:03.307Z,1430730459817447494
107,2025-10-23T18:19:48.036Z,2025-10-23T18:19:48.036Z,😎 DGэЯмΑИØ,😭 PCD RPN,49m,SVD,2025-10-23T01:31:11.093Z,1430730240816058408
108,2025-10-23T18:19:48.037Z,2025-10-23T18:19:48.037Z,😎 PCD RPN,😭 AMBULANCIA o Retorno,283m,SVD,2025-10-23T01:31:07.197Z,1430730224475308196
109,2025-10-23T18:19:48.039Z,2025-10-23T18:19:48.039Z,😎 Kowalski,😭 PCD Heinks,5m,AK47 Engraved,2025-10-23T01:29:05.019Z,1430729712023638087
110,2025-10-23T18:19:48.039Z,2025-10-23T18:19:48.039Z,😎 TDB Wilso Waldo,😭 ONEReaper,85m,MP5_SD,2025-10-23T01:27:06.798Z,1430729216168820736
111,2025-10-23T18:19:48.041Z,2025-10-23T18:19:48.041Z,😎 ONEReaper,😭 TDB Sensei,27m,VSS VZ,2025-10-23T01:27:05.144Z,1430729209231442043
112,2025-10-23T18:19:48.042Z,2025-10-23T18:19:48.042Z,😎 AMBULANCIA o Retorno,😭 PCD XERIFEXX,134m,AK47 Engraved,2025-10-23T01:27:04.958Z,1430729208451039273
113,2025-10-23T18:19:48.043Z,2025-10-23T18:19:48.043Z,😎 RATINHO DO AÉRO,😭 CoYoTeX,3m,M1 Garand,2025-10-23T01:27:03.416Z,1430729201983422466
114,2025-10-23T18:19:48.044Z,2025-10-23T18:19:48.044Z,😎 Fn,😭 PC007x,1m,2H_La_Hacha_Axe_C_2136024664,2025-10-23T01:26:05.149Z,1430728957593911316
115,2025-10-23T18:19:48.046Z,2025-10-23T18:19:48.046Z,😎 RATINHO DO AÉRO,😭 Fn,80m,M1 Garand,2025-10-23T01:26:04.865Z,1430728956402995262
116,2025-10-23T18:19:48.047Z,2025-10-23T18:19:48.047Z,😎 Fn,😭 PC007x,88m,SVD,2025-10-23T01:25:04.374Z,1430728702685220884
117,2025-10-23T18:19:48.050Z,2025-10-23T18:19:48.050Z,😎 ONEReaper,😭 TDB Bibakillbr,101m,SVD,2025-10-23T01:24:04.862Z,1430728453073932371
118,2025-10-23T18:19:48.051Z,2025-10-23T18:19:48.051Z,😎 Cimario,😭 Kowalski,500m,Carbon Hunter,2025-10-23T01:23:05.044Z,1430728202179055857
119,2025-10-23T18:19:48.051Z,2025-10-23T18:19:48.051Z,😎 PCD Heinks,😭 DGэЯмΑИØ,8m,MP5,2025-10-23T01:23:04.728Z,1430728200853389414
120,2025-10-23T18:19:48.053Z,2025-10-23T18:19:48.053Z,😎 DGэЯмΑИØ,😭 PCD XERIFEXX,41m,SVD,2025-10-23T01:22:05.022Z,1430727950428274699
121,2025-10-23T18:19:48.054Z,2025-10-23T18:19:48.054Z,😎 AMBULANCIA o Retorno,😭 PCD Badogue,70m,AKM,2025-10-23T01:22:04.801Z,1430727949501595699
122,2025-10-23T18:19:48.056Z,2025-10-23T18:19:48.056Z,😎 TDB Wilso Waldo,😭 PCD MKGOD,31m,MP5_SD,2025-10-23T01:20:03.372Z,1430727440191328451
123,2025-10-23T18:19:48.057Z,2025-10-23T18:19:48.057Z,😎 TDB Wilso Waldo,😭 PCD RPN,61m,MP5_SD,2025-10-23T01:19:05.948Z,1430727199337615450
124,2025-10-23T18:19:48.058Z,2025-10-23T18:19:48.058Z,😎 AMBULANCIA o Retorno,😭 PCD MKGOD,315m,AKM,2025-10-23T01:16:04.565Z,1430726438562304073
125,2025-10-23T18:19:48.059Z,2025-10-23T18:19:48.059Z,😎 AMBULANCIA o Retorno,😭 ONEReaper,282m,AKM,2025-10-23T01:15:04.574Z,1430726186941812748
126,2025-10-23T18:19:48.061Z,2025-10-23T18:19:48.061Z,😎 PCD MKGOD,😭 TDB LC,145m,VSS VZ,2025-10-23T01:13:05.229Z,1430725686372339792
127,2025-10-23T18:19:48.062Z,2025-10-23T18:19:48.062Z,😎 TDB LC,😭 PCD RPN,179m,SCAR DMR,2025-10-23T01:13:05.016Z,1430725685479211068
128,2025-10-23T18:19:48.064Z,2025-10-23T18:19:48.064Z,😎 TDB Wilso Waldo,😭 PCD Badogue,109m,SF19,2025-10-23T01:13:04.957Z,1430725685231484959
129,2025-10-23T18:19:48.065Z,2025-10-23T18:19:48.065Z,😎 PCD RPN,😭 TDB Bibakillbr,67m,AK47,2025-10-23T01:13:04.509Z,1430725683352440883
130,2025-10-23T18:19:48.066Z,2025-10-23T18:19:48.066Z,😎 TDB Bibakillbr,😭 PCD XERIFEXX,267m,M1891 Mosin Nagant,2025-10-23T01:12:04.570Z,1430725431950053536
131,2025-10-23T18:19:48.067Z,2025-10-23T18:19:48.067Z,😎 TDB Wilso Waldo,😭 Cimario,48m,SF19,2025-10-23T01:10:04.445Z,1430724928109412373
132,2025-10-23T18:19:48.068Z,2025-10-23T18:19:48.068Z,😎 ONEReaper,😭 TDB Wilso Waldo,67m,SVD,2025-10-23T01:10:03.410Z,1430724923768438864
133,2025-10-23T18:19:48.069Z,2025-10-23T18:19:48.069Z,😎 AMBULANCIA o Retorno,😭 PCD Badogue,105m,AKM,2025-10-23T01:08:04.401Z,1430724424608514088
134,2025-10-23T18:19:48.071Z,2025-10-23T18:19:48.071Z,😎 PCD MKGOD,😭 TDB Bibakillbr,8m,Kar98,2025-10-23T01:06:03.910Z,1430723919232368711
135,2025-10-23T18:19:48.072Z,2025-10-23T18:19:48.072Z,😎 Cimario,😭 DGэЯмΑИØ,140m,AK47 Engraved,2025-10-23T01:05:02.539Z,1430723661824000000
136,2025-10-23T18:19:48.074Z,2025-10-23T18:19:48.074Z,😎 Cimario,😭 AMBULANCIA o Retorno,134m,AK47 Engraved,2025-10-23T00:59:04.699Z,1430722160934256640
137,2025-10-23T18:19:48.074Z,2025-10-23T18:19:48.074Z,😎 AMBULANCIA o Retorno,😭 PCD RPN,181m,AKM,2025-10-23T00:59:04.434Z,1430722159822766134
138,2025-10-23T18:19:48.076Z,2025-10-23T18:19:48.076Z,😎 AMBULANCIA o Retorno,😭 PCD Badogue,76m,AKM,2025-10-23T00:59:04.306Z,1430722159285899294
139,2025-10-23T18:19:48.077Z,2025-10-23T18:19:48.077Z,😎 PCD Badogue,😭 TDB Sensei,19m,MK18,2025-10-23T00:59:04.104Z,1430722158438518784
140,2025-10-23T18:19:48.078Z,2025-10-23T18:19:48.078Z,😎 ONEReaper,😭 TDB La Vendetta 2,96m,SVD,2025-10-23T00:58:04.101Z,1430721906767822868
141,2025-10-23T18:19:48.080Z,2025-10-23T18:19:48.080Z,😎 TDB LC,😭 PCD XERIFEXX,72m,SF19,2025-10-23T00:56:04.154Z,1430721403673645107
142,2025-10-23T18:19:48.080Z,2025-10-23T18:19:48.080Z,😎 ONEReaper,😭 DGэЯмΑИØ,331m,SVD,2025-10-23T00:54:03.962Z,1430720899551592559
143,2025-10-23T18:19:48.082Z,2025-10-23T18:19:48.082Z,😎 Protheus,😭 Shaco,15m,M9,2025-10-23T00:53:04.512Z,1430720650200223787
144,2025-10-23T18:19:48.086Z,2025-10-23T18:19:48.086Z,😎 Protheus,😭 Lucky Strike,31m,M9,2025-10-23T00:53:04.271Z,1430720649189527635
145,2025-10-23T18:19:48.086Z,2025-10-23T18:19:48.086Z,😎 Cimario,😭 Thui,138m,AK47 Engraved,2025-10-23T00:53:03.906Z,1430720647658602597
146,2025-10-23T18:19:48.089Z,2025-10-23T18:19:48.089Z,😎 TDB La Vendetta 2,😭 PCD XERIFEXX,8m,SF19,2025-10-23T00:52:03.915Z,1430720396038246522
147,2025-10-23T18:19:48.091Z,2025-10-23T18:19:48.091Z,😎 AMBULANCIA o Retorno,😭 PCD MKGOD,259m,AKM,2025-10-23T00:50:04.086Z,1430719893438861355
148,2025-10-23T18:19:48.093Z,2025-10-23T18:19:48.093Z,😎 PCD MKGOD,😭 TDB LC,91m,AS Val,2025-10-23T00:50:03.847Z,1430719892436418683
149,2025-10-23T18:19:48.095Z,2025-10-23T18:19:48.095Z,😎 PCD Badogue,😭 DGэЯмΑИØ,10m,MK18,2025-10-23T00:49:03.786Z,1430719640522330196
150,2025-10-23T18:19:48.095Z,2025-10-23T18:19:48.095Z,😎 PCD Badogue,😭 AMBULANCIA o Retorno,89m,SVD,2025-10-23T00:48:03.789Z,1430719388876800141
