id,createdAt,updatedAt,kill,victim,distance,weapon,timestamp,idDiscord
151,2025-10-23T18:19:48.097Z,2025-10-23T18:19:48.097Z,😎 PCD MKGOD,😭 TDB Bibakillbr,151m,SCAR DMR,2025-10-23T00:47:03.747Z,1430719137042272386
152,2025-10-23T18:19:48.098Z,2025-10-23T18:19:48.098Z,😎 TDB Wilso Waldo,😭 PCD RPN,31m,SF19,2025-10-23T00:47:03.593Z,1430719136396345366
153,2025-10-23T18:20:21.533Z,2025-10-23T18:20:21.533Z,😎 Cimario,😭 AMBULANCIA o Retorno,46m,AK47 Engraved,2025-10-23T00:46:05.918Z,1430718894489866314
154,2025-10-23T18:20:21.534Z,2025-10-23T18:20:21.534Z,😎 Thui,😭 PCD Heinks,122m,Carbon Hunter,2025-10-23T00:43:06.631Z,1430718142505816064
155,2025-10-23T18:20:21.534Z,2025-10-23T18:20:21.534Z,😎 PCD Badogue,😭 TDB Sensei,23m,MK18,2025-10-23T00:43:05.902Z,1430718139447902318
156,2025-10-23T18:20:21.535Z,2025-10-23T18:20:21.535Z,😎 Protheus,😭 TDB Wilso Waldo,10m,M9,2025-10-23T00:42:06.640Z,1430717890885324801
157,2025-10-23T18:20:21.536Z,2025-10-23T18:20:21.536Z,😎 DGэЯмΑИØ,😭 ONEReaper,22m,SF19,2025-10-23T00:42:06.580Z,1430717890633535628
158,2025-10-23T18:20:21.537Z,2025-10-23T18:20:21.537Z,😎 PCD Badogue,😭 TDB La Vendetta 2,22m,MK18,2025-10-23T00:41:06.562Z,1430717638899798257
159,2025-10-23T18:20:21.537Z,2025-10-23T18:20:21.537Z,😎 TDB La Vendetta 2,😭 PCD Heinks,61m,SF19,2025-10-23T00:39:06.241Z,1430717134236811435
160,2025-10-23T18:20:21.538Z,2025-10-23T18:20:21.538Z,😎 AMBULANCIA o Retorno,😭 PCD RPN,65m,MK18,2025-10-23T00:39:05.970Z,1430717133100154992
161,2025-10-23T18:20:21.539Z,2025-10-23T18:20:21.539Z,😎 Thui,😭 PCD Heinks,117m,AKM,2025-10-23T00:36:06.539Z,1430716380512260137
162,2025-10-23T18:20:21.539Z,2025-10-23T18:20:21.539Z,😎 InimigoDoCarrale,😭 DGэЯмΑИØ,1m,Fists/Legs,2025-10-23T00:36:06.420Z,1430716380013006920
163,2025-10-23T18:20:21.548Z,2025-10-23T18:20:21.548Z,😎 TAMO DE VOLTA,😭 RATINHO DO AÉRO,182m,M1 Garand,2025-10-23T00:35:06.280Z,1430716127767429140
164,2025-10-23T18:20:21.549Z,2025-10-23T18:20:21.549Z,😎 PCD Heinks,😭 Thui,9m,MP5,2025-10-23T00:35:02.968Z,1430716113875898379
165,2025-10-23T18:20:21.550Z,2025-10-23T18:20:21.550Z,😎 TAMO DE VOLTA,😭 PC007x,86m,M1 Garand,2025-10-23T00:33:06.365Z,1430715624807596174
166,2025-10-23T18:20:21.551Z,2025-10-23T18:20:21.551Z,😎 RITTER,😭 ONEReaper,0m,PROM-1 Mine,2025-10-23T00:33:06.278Z,1430715624442695794
167,2025-10-23T18:20:21.551Z,2025-10-23T18:20:21.551Z,😎 Thui,😭 PCD RPN,0m,Improvised Mine,2025-10-23T00:30:04.991Z,1430714864069771336
168,2025-10-23T18:20:21.552Z,2025-10-23T18:20:21.552Z,😎 BRUTÃO,😭 Kowalski,840m,M82A1,2025-10-23T00:26:05.980Z,1430713861585113190
169,2025-10-23T18:20:21.552Z,2025-10-23T18:20:21.552Z,😎 BRUTÃO,😭 P2Kid,1m,M82A1,2025-10-23T00:22:05.112Z,1430712851311624255
170,2025-10-23T18:20:21.554Z,2025-10-23T18:20:21.554Z,😎 BRUTÃO,😭 TDB LC,479m,M82A1,2025-10-23T00:21:06.244Z,1430712604401074307
171,2025-10-23T18:20:21.555Z,2025-10-23T18:20:21.555Z,😎 TDB LC,😭 P2Kid,69m,AKM,2025-10-23T00:21:05.953Z,1430712603180662825
172,2025-10-23T18:20:21.556Z,2025-10-23T18:20:21.556Z,😎 TAMO DE VOLTA,😭 latro,52m,M1 Garand,2025-10-23T00:20:05.856Z,1430712351115444356
173,2025-10-23T18:20:21.557Z,2025-10-23T18:20:21.557Z,😎 TDB Wilso Waldo,😭 Sabugador,0m,Improvised Mine,2025-10-23T00:17:06.037Z,1430711596900024441
174,2025-10-23T18:20:21.557Z,2025-10-23T18:20:21.557Z,😎 P2Kid,😭 TDB LC,139m,M1 Garand,2025-10-23T00:17:05.751Z,1430711595700322466
175,2025-10-23T18:20:21.558Z,2025-10-23T18:20:21.558Z,😎 latro,😭 TAMO DE VOLTA,8m,MK18,2025-10-23T00:16:06.202Z,1430711345933717586
176,2025-10-23T18:20:21.559Z,2025-10-23T18:20:21.559Z,😎 InimigoDoCarrale,😭 Mewtwo,87m,AKM,2025-10-23T00:16:05.944Z,1430711344851587255
177,2025-10-23T18:20:21.560Z,2025-10-23T18:20:21.560Z,😎 TDBfantasma,😭 RATAO,240m,M82A1 Desert,2025-10-23T00:16:05.747Z,1430711344025571420
178,2025-10-23T18:20:21.560Z,2025-10-23T18:20:21.560Z,😎 TDBfantasma,😭 P2Kid,139m,Improvised Grenade Launcher,2025-10-23T00:14:06.182Z,1430710842533613629
179,2025-10-23T18:20:21.561Z,2025-10-23T18:20:21.561Z,😎 P2Kid,😭 Kowalski,110m,M1 Garand,2025-10-23T00:14:06.078Z,1430710842097143898
180,2025-10-23T18:20:21.562Z,2025-10-23T18:20:21.562Z,😎 PC007x,😭 TAMO DE VOLTA,24m,MP5_SD,2025-10-23T00:14:05.753Z,1430710840734126182
181,2025-10-23T18:20:21.563Z,2025-10-23T18:20:21.563Z,😎 Sabugador,😭 TDB Bibakillbr,32m,MK18,2025-10-23T00:13:05.838Z,1430710589432402083
182,2025-10-23T18:20:21.564Z,2025-10-23T18:20:21.564Z,😎 TDB Bibakillbr,😭 Sabugador,14m,Bleeding,2025-10-23T00:13:05.665Z,1430710588706652262
183,2025-10-23T18:20:21.564Z,2025-10-23T18:20:21.564Z,😎 REI_MERUEM,😭 Faraó,52m,UMP 45,2025-10-23T00:12:05.880Z,1430710337950191747
184,2025-10-23T18:20:21.565Z,2025-10-23T18:20:21.565Z,😎 NPC Guard Level 4,😭 latro,7m,M1911,2025-10-23T00:12:05.646Z,1430710336968986644
185,2025-10-23T18:20:21.565Z,2025-10-23T18:20:21.565Z,😎 TDB La Vendetta 2,😭 Mewtwo,29m,AKM,2025-10-23T00:11:06.150Z,1430710087424409640
186,2025-10-23T18:20:21.566Z,2025-10-23T18:20:21.566Z,😎 P2Kid,😭 TDBfantasma,134m,M1 Garand,2025-10-23T00:11:05.794Z,1430710085931503700
187,2025-10-23T18:20:21.567Z,2025-10-23T18:20:21.567Z,😎 TDB GLA,😭 RATAO,16m,MP5_SD,2025-10-23T00:11:05.599Z,1430710085113614407
188,2025-10-23T18:20:21.569Z,2025-10-23T18:20:21.569Z,😎 P2Kid,😭 InimigoDoCarrale,107m,M1 Garand,2025-10-23T00:10:05.774Z,1430709834189377568
189,2025-10-23T18:20:21.571Z,2025-10-23T18:20:21.571Z,😎 TDB La Vendetta 2,😭 BRUTÃO,31m,AKM,2025-10-23T00:10:05.638Z,1430709833618948247
190,2025-10-23T18:20:21.572Z,2025-10-23T18:20:21.572Z,😎 TDBfantasma,😭 Mewtwo,665m,M82A1 Desert,2025-10-23T00:09:05.528Z,1430709581499072684
191,2025-10-23T18:20:21.573Z,2025-10-23T18:20:21.573Z,😎 InimigoDoCarrale,😭 Zaratsu,129m,SVD,2025-10-23T00:08:03.779Z,1430709322505130036
192,2025-10-23T18:20:21.575Z,2025-10-23T18:20:21.575Z,😎 TAMO DE VOLTA,😭 latro,82m,MP5_SD,2025-10-23T00:07:05.542Z,1430709078241579171
193,2025-10-23T18:20:21.576Z,2025-10-23T18:20:21.576Z,😎 InimigoDoCarrale,😭 RATAO,179m,SVD,2025-10-23T00:05:08.441Z,1430708587084255324
194,2025-10-23T18:20:21.577Z,2025-10-23T18:20:21.577Z,😎 RATAO,😭 Kowalski,175m,M1 Garand,2025-10-23T00:05:05.550Z,1430708574958387230
195,2025-10-23T18:20:21.579Z,2025-10-23T18:20:21.579Z,😎 RATINHO DO AÉRO,😭 SIRIRIC4,0m,Anti-Personnel Mine,2025-10-23T00:05:03.931Z,1430708568167809184
196,2025-10-23T18:20:21.581Z,2025-10-23T18:20:21.581Z,😎 BRUTÃO,😭 TDB La Vendetta 2,25m,AK47 Engraved,2025-10-23T00:04:05.905Z,1430708324789260321
197,2025-10-23T18:20:21.581Z,2025-10-23T18:20:21.581Z,😎 RATAO,😭 TDBfantasma,225m,M1 Garand,2025-10-23T00:04:05.360Z,1430708322503233547
198,2025-10-23T18:20:21.582Z,2025-10-23T18:20:21.582Z,😎 TDB LC,😭 Sabugador,59m,AKM,2025-10-22T23:59:05.609Z,1430707065256415263
199,2025-10-23T18:20:21.583Z,2025-10-23T18:20:21.583Z,😎 BRUTÃO,😭 TDB La Vendetta 2,13m,AK47 Engraved,2025-10-22T23:59:05.383Z,1430707064308502721
200,2025-10-23T18:20:21.583Z,2025-10-23T18:20:21.583Z,😎 TDB La Vendetta 2,😭 Mewtwo,14m,MK18,2025-10-22T23:59:05.103Z,1430707063134224475
201,2025-10-23T18:20:21.584Z,2025-10-23T18:20:21.584Z,😎 TDB La Vendetta 2,😭 Sabugador,29m,MK18,2025-10-22T23:58:05.603Z,1430706813573009418
202,2025-10-23T18:20:21.585Z,2025-10-23T18:20:21.585Z,😎 Mewtwo,😭 TDB Bibakillbr,7m,AKM,2025-10-22T23:58:05.308Z,1430706812335947847
203,2025-10-23T18:25:20.723Z,2025-10-23T18:25:20.723Z,😎 REI_MERUEM,😭 BRUTÃO,33m,Compound_Bow_Desert_C,2025-10-23T18:22:05.498Z,1430984643829567640
204,2025-10-23T18:30:20.682Z,2025-10-23T18:30:20.682Z,😎 P2Kid,😭 REI_MERUEM,141m,AKM,2025-10-23T18:28:02.727Z,1430986142156722216
205,2025-10-23T18:33:21.525Z,2025-10-23T18:33:21.525Z,😎 Mewtwo,😭 InimigoDoCarrale,24m,UMP 45,2025-10-22T23:56:05.056Z,1430706307962241158
206,2025-10-23T18:33:21.526Z,2025-10-23T18:33:21.526Z,😎 TDB La Vendetta 2,😭 Chineisinho,96m,SVD,2025-10-22T23:55:05.109Z,1430706056526561410
207,2025-10-23T18:33:21.527Z,2025-10-23T18:33:21.527Z,😎 TDB La Vendetta 2,😭 Mewtwo,70m,SVD,2025-10-22T23:54:04.898Z,1430705803983065119
208,2025-10-23T18:33:21.527Z,2025-10-23T18:33:21.527Z,😎 TDB Bibakillbr,😭 Lubi,60m,SCAR DMR,2025-10-22T23:53:04.417Z,1430705550307622943
209,2025-10-23T18:33:21.528Z,2025-10-23T18:33:21.528Z,😎 TDB La Vendetta 2,😭 RATAO,174m,SVD,2025-10-22T23:51:03.789Z,1430705044357124186
210,2025-10-23T18:33:21.529Z,2025-10-23T18:33:21.529Z,😎 TDB La Vendetta 2,😭 Chineisinho,172m,SVD,2025-10-22T23:49:03.568Z,1430704540113571922
211,2025-10-23T18:33:21.529Z,2025-10-23T18:33:21.529Z,😎 Sabugador,😭 TDB Bibakillbr,127m,AK47 Engraved,2025-10-22T23:48:05.333Z,1430704295858405426
212,2025-10-23T18:33:21.530Z,2025-10-23T18:33:21.530Z,😎 NBG APOLLO,😭 bOYcTA,0m,Anti-Personnel Mine,2025-10-22T23:48:05.096Z,1430704294864359485
213,2025-10-23T18:33:21.531Z,2025-10-23T18:33:21.531Z,😎 NBG APOLLO,😭 NK,0m,Anti-Personnel Mine,2025-10-22T23:48:05.080Z,1430704294796988588
214,2025-10-23T18:33:21.531Z,2025-10-23T18:33:21.531Z,😎 TDB Bibakillbr,😭 Lubi,14m,SCAR DMR,2025-10-22T23:48:04.770Z,1430704293497016402
215,2025-10-23T18:33:21.532Z,2025-10-23T18:33:21.532Z,😎 bOYcTA,😭 VeioShooter,4m,Frag Grenade,2025-10-22T23:46:04.848Z,1430703790507692105
216,2025-10-23T18:33:21.532Z,2025-10-23T18:33:21.532Z,😎 RATINHO DO AÉRO,😭 latro,180m,M1 Garand,2025-10-22T23:45:05.300Z,1430703540745011311
217,2025-10-23T18:33:21.533Z,2025-10-23T18:33:21.533Z,😎 NPC Drifter Level 1,😭 Zaratsu,3m,Improvised Bow,2025-10-22T23:45:05.282Z,1430703540669644922
218,2025-10-23T18:33:21.534Z,2025-10-23T18:33:21.534Z,😎 Carrale,😭 InimigoDoCarrale,664m,M82A1,2025-10-22T23:45:04.785Z,1430703538584948820
219,2025-10-23T18:33:21.534Z,2025-10-23T18:33:21.534Z,😎 TDB Emiza,😭 Mewtwo,35m,AK47,2025-10-22T23:44:04.755Z,1430703286800879757
220,2025-10-23T18:33:21.535Z,2025-10-23T18:33:21.535Z,😎 Mewtwo,😭 TDB LC,17m,AS Val,2025-10-22T23:42:04.959Z,1430702784340033626
221,2025-10-23T18:33:21.535Z,2025-10-23T18:33:21.535Z,😎 TDB LC,😭 Sabugador,148m,AKM,2025-10-22T23:42:04.654Z,1430702783060774933
222,2025-10-23T18:33:21.536Z,2025-10-23T18:33:21.536Z,😎 NBG APOLLO,😭 PsicoPato,0m,Small Anti-Personnel Mine,2025-10-22T23:41:04.639Z,1430702531339747526
223,2025-10-23T18:33:21.537Z,2025-10-23T18:33:21.537Z,😎 TDB Bibakillbr,😭 Sabugador,155m,M82A1,2025-10-22T23:40:04.949Z,1430702280981872690
224,2025-10-23T18:33:21.538Z,2025-10-23T18:33:21.538Z,😎 TDB La Vendetta 2,😭 RATAO,213m,SVD,2025-10-22T23:40:04.712Z,1430702279987826728
225,2025-10-23T18:33:21.538Z,2025-10-23T18:33:21.538Z,😎 TDB Bibakillbr,😭 Lubi,45m,SCAR DMR,2025-10-22T23:39:05.080Z,1430702029872824350
226,2025-10-23T18:33:21.539Z,2025-10-23T18:33:21.539Z,😎 TDB La Vendetta 2,😭 Mewtwo,251m,SVD,2025-10-22T23:39:04.812Z,1430702028748755034
227,2025-10-23T18:33:21.539Z,2025-10-23T18:33:21.539Z,😎 Mewtwo,😭 TDB Sensei,181m,M1 Garand,2025-10-22T23:39:04.606Z,1430702027884728391
228,2025-10-23T18:33:21.540Z,2025-10-23T18:33:21.540Z,😎 TDB Bibakillbr,😭 Sabugador,55m,SCAR DMR,2025-10-22T23:38:04.863Z,1430701777304420417
229,2025-10-23T18:33:21.541Z,2025-10-23T18:33:21.541Z,😎 TDB LC,😭 BRUTÃO,196m,AKM,2025-10-22T23:38:03.528Z,1430701771705159824
230,2025-10-23T18:33:21.541Z,2025-10-23T18:33:21.541Z,😎 TDBfantasma,😭 Lubi,527m,M82A1 Desert,2025-10-22T23:37:04.577Z,1430701524446613644
231,2025-10-23T18:33:21.542Z,2025-10-23T18:33:21.542Z,😎 Mewtwo,😭 TDB La Vendetta 2,92m,VSS VZ,2025-10-22T23:36:04.465Z,1430701272318607501
232,2025-10-23T18:33:21.543Z,2025-10-23T18:33:21.543Z,😎 TDB Bibakillbr,😭 Sabugador,111m,SF19,2025-10-22T23:35:04.517Z,1430701020878475444
233,2025-10-23T18:33:21.544Z,2025-10-23T18:33:21.544Z,😎 NPC Guard Level 1,😭 DennysPiwentta,1m,Improvised Crossbow,2025-10-22T23:34:04.625Z,1430700769673478206
234,2025-10-23T18:33:21.546Z,2025-10-23T18:33:21.546Z,😎 TDB LC,😭 Mewtwo,38m,AKM,2025-10-22T23:34:04.494Z,1430700769124024390
235,2025-10-23T18:33:21.548Z,2025-10-23T18:33:21.548Z,😎 Mewtwo,😭 InimigoDoCarrale,42m,AK47 Engraved,2025-10-22T23:33:07.403Z,1430700529666752656
236,2025-10-23T18:33:21.549Z,2025-10-23T18:33:21.549Z,😎 MazK,😭 PCD Heinks,5m,M9 Silver,2025-10-22T23:33:04.250Z,1430700516442112020
237,2025-10-23T18:33:21.549Z,2025-10-23T18:33:21.549Z,😎 NPC Guard Level 4,😭 Zaratsu,12m,Desert Eagle .50,2025-10-22T23:33:03.997Z,1430700515381088257
238,2025-10-23T18:33:21.550Z,2025-10-23T18:33:21.550Z,😎 TDBfantasma,😭 RATAO,311m,M1 Garand,2025-10-22T23:32:03.627Z,1430700262170951874
239,2025-10-23T18:33:21.550Z,2025-10-23T18:33:21.550Z,😎 InimigoDoCarrale,😭 Sabugador,29m,AKM,2025-10-22T23:31:04.357Z,1430700013574426656
240,2025-10-23T18:33:21.551Z,2025-10-23T18:33:21.551Z,😎 Sabugador,😭 TDB Bibakillbr,9m,MP5_SD,2025-10-22T23:31:02.024Z,1430700003789115554
241,2025-10-23T18:33:21.552Z,2025-10-23T18:33:21.552Z,😎 NPC Drifter Level 2,😭 PCD Heinks,1m,Improvised Rifle,2025-10-22T23:29:04.316Z,1430699510086238319
242,2025-10-23T18:33:21.552Z,2025-10-23T18:33:21.552Z,😎 TDB La Vendetta 2,😭 P2Kid,124m,SVD,2025-10-22T23:28:04.761Z,1430699260294205563
243,2025-10-23T18:33:21.553Z,2025-10-23T18:33:21.553Z,😎 P2Kid,😭 TDB Emiza,157m,M1 Garand,2025-10-22T23:28:04.609Z,1430699259656929470
244,2025-10-23T18:33:21.553Z,2025-10-23T18:33:21.553Z,😎 TDB Emiza,😭 Sabugador,1m,M1 Garand,2025-10-22T23:28:04.225Z,1430699258046189669
245,2025-10-23T18:33:21.554Z,2025-10-23T18:33:21.554Z,😎 Mewtwo,😭 TDB Bibakillbr,33m,AK47,2025-10-22T23:27:04.405Z,1430699007143055480
246,2025-10-23T18:33:21.555Z,2025-10-23T18:33:21.555Z,😎 TDB Emiza,😭 Mewtwo,65m,M1 Garand,2025-10-22T23:27:03.163Z,1430699001933729793
247,2025-10-23T18:33:21.555Z,2025-10-23T18:33:21.555Z,😎 AMBULANCIA o Retorno,😭 Thui,3m,VSS VZ,2025-10-22T23:26:02.925Z,1430698749277110293
248,2025-10-23T18:33:21.556Z,2025-10-23T18:33:21.556Z,😎 Mewtwo,😭 TDB La Vendetta 2,48m,SCAR DMR,2025-10-22T23:25:07.879Z,1430698518397456434
249,2025-10-23T18:33:21.556Z,2025-10-23T18:33:21.556Z,😎 TDB La Vendetta 2,😭 P2Kid,23m,AK47,2025-10-22T23:25:07.596Z,1430698517210333244
250,2025-10-23T18:33:21.557Z,2025-10-23T18:33:21.557Z,😎 TDB La Vendetta 2,😭 Carrale,17m,AK47,2025-10-22T23:25:07.374Z,1430698516279332997
251,2025-10-23T18:33:21.558Z,2025-10-23T18:33:21.558Z,😎 TDB La Vendetta 2,😭 Chineisinho,17m,AK47,2025-10-22T23:25:07.241Z,1430698515721359531
252,2025-10-23T18:33:21.558Z,2025-10-23T18:33:21.558Z,😎 Carrale,😭 TDB Emiza,75m,M249,2025-10-22T23:24:04.384Z,1430698252080255087
253,2025-10-23T18:33:21.559Z,2025-10-23T18:33:21.559Z,😎 TDB La Vendetta 2,😭 Sabugador,26m,AK47,2025-10-22T23:24:04.099Z,1430698250884743360
254,2025-10-23T18:33:21.560Z,2025-10-23T18:33:21.560Z,😎 TDB La Vendetta 2,😭 Lubi,49m,AK47,2025-10-22T23:23:07.538Z,1430698013650587799
255,2025-10-23T18:34:04.580Z,2025-10-23T18:34:04.580Z,😎 Sabugador,😭 TDB LC,15m,AKM,2025-10-22T23:23:07.217Z,1430698012304347198
256,2025-10-23T18:34:04.583Z,2025-10-23T18:34:04.583Z,😎 NPC Guard Level 1,😭 Zaratsu,9m,Improvised Crossbow,2025-10-22T23:21:07.093Z,1430697508467900519
257,2025-10-23T18:34:04.584Z,2025-10-23T18:34:04.584Z,😎 TDB Wilso Waldo,😭 P2Kid,295m,M1 Garand,2025-10-22T23:21:04.072Z,1430697495796908034
258,2025-10-23T18:34:04.587Z,2025-10-23T18:34:04.587Z,😎 Thui,😭 PCD RPN,89m,VSS VZ,2025-10-22T23:20:02.792Z,1430697238769827853
259,2025-10-23T18:34:04.589Z,2025-10-23T18:34:04.589Z,😎 Thui,😭 TDB LC,1m,VSS VZ,2025-10-22T23:19:06.006Z,1430697000592216135
260,2025-10-23T18:34:04.591Z,2025-10-23T18:34:04.591Z,😎 Sabugador,😭 TDB Bibakillbr,39m,AKM,2025-10-22T23:19:04.045Z,1430696992367054960
261,2025-10-23T18:34:04.593Z,2025-10-23T18:34:04.593Z,😎 TDBfantasma,😭 Mewtwo,286m,M1 Garand,2025-10-22T23:19:02.610Z,1430696986348359721
262,2025-10-23T18:34:04.595Z,2025-10-23T18:34:04.595Z,😎 TDB Wilso Waldo,😭 Carrale,214m,M1 Garand,2025-10-22T23:18:04.334Z,1430696741921095741
263,2025-10-23T18:34:04.596Z,2025-10-23T18:34:04.596Z,😎 TDB Emiza,😭 RATAO,14m,MP5_SD,2025-10-22T23:18:04.016Z,1430696740587049121
264,2025-10-23T18:34:04.597Z,2025-10-23T18:34:04.597Z,😎 AMBULANCIA o Retorno,😭 TDB La Vendetta 2,9m,AKM,2025-10-22T23:16:04.758Z,1430696240383004725
265,2025-10-23T18:34:04.598Z,2025-10-23T18:34:04.598Z,😎 Sabugador,😭 TDB Bibakillbr,24m,AKM,2025-10-22T23:16:04.370Z,1430696238755614884
266,2025-10-23T18:34:04.599Z,2025-10-23T18:34:04.599Z,😎 TDB GLA,😭 Chineisinho,191m,SCAR DMR,2025-10-22T23:16:04.163Z,1430696237887393792
267,2025-10-23T18:34:04.600Z,2025-10-23T18:34:04.600Z,😎 NPC Drifter Level 3,😭 Lubi,29m,M1911,2025-10-22T23:16:03.946Z,1430696236977229955
268,2025-10-23T18:34:04.603Z,2025-10-23T18:34:04.603Z,😎 TDBfantasma,😭 Mewtwo,248m,M1 Garand,2025-10-22T23:15:05.781Z,1430695993015406602
269,2025-10-23T18:34:04.605Z,2025-10-23T18:34:04.605Z,😎 Chineisinho,😭 TDB Sensei,218m,M1 Garand,2025-10-22T23:15:03.936Z,1430695985276780604
270,2025-10-23T18:34:04.606Z,2025-10-23T18:34:04.606Z,😎 TDB GLA,😭 P2Kid,143m,Bleeding,2025-10-22T23:15:02.405Z,1430695978855563347
271,2025-10-23T18:34:04.607Z,2025-10-23T18:34:04.607Z,😎 Durateston,😭 PCD MKGOD,248m,SVD,2025-10-22T23:13:04.927Z,1430695486116986932
272,2025-10-23T18:34:04.608Z,2025-10-23T18:34:04.608Z,😎 NPC Drifter Level 1,😭 Lucky Strike,1m,2H_Wooden_Sword_C_2139395713,2025-10-22T23:13:04.104Z,1430695482664947926
273,2025-10-23T18:34:04.609Z,2025-10-23T18:34:04.609Z,😎 TDB La Vendetta 2,😭 PCD Badogue,45m,AK47 Engraved,2025-10-22T23:13:03.811Z,1430695481436012595
274,2025-10-23T18:34:04.610Z,2025-10-23T18:34:04.610Z,😎 TDB La Vendetta 2,😭 Buzz_04,68m,AK47 Engraved,2025-10-22T23:12:05.652Z,1430695237499490384
275,2025-10-23T18:34:04.611Z,2025-10-23T18:34:04.611Z,😎 RITTER,😭 PCD RPN,73m,AK47,2025-10-22T23:12:05.384Z,1430695236375416833
276,2025-10-23T18:34:04.612Z,2025-10-23T18:34:04.612Z,😎 Mewtwo,😭 TDBfantasma,266m,SCAR DMR,2025-10-22T23:12:03.852Z,1430695229949870152
277,2025-10-23T18:34:04.613Z,2025-10-23T18:34:04.613Z,😎 TDB LC,😭 PCD Heinks,47m,SF19,2025-10-22T23:11:04.004Z,1430694978929299479
278,2025-10-23T18:34:04.614Z,2025-10-23T18:34:04.614Z,😎 TDB La Vendetta 2,😭 P2Kid,9m,AK47 Engraved,2025-10-22T23:11:03.748Z,1430694977855422495
279,2025-10-23T18:34:04.617Z,2025-10-23T18:34:04.617Z,😎 TDB Sensei,😭 Carrale,20m,AK47 Engraved,2025-10-22T23:10:03.776Z,1430694726314492004
280,2025-10-23T18:34:04.618Z,2025-10-23T18:34:04.618Z,😎 RITTER,😭 PCD MKGOD,66m,AK47,2025-10-22T23:10:02.331Z,1430694720253984768
281,2025-10-23T18:34:04.618Z,2025-10-23T18:34:04.618Z,😎 TDB Wilso Waldo,😭 Chineisinho,0m,Stake Pit,2025-10-22T23:09:03.740Z,1430694474505519236
282,2025-10-23T18:34:04.619Z,2025-10-23T18:34:04.619Z,😎 PCD RPN,😭 TDB Emiza,32m,VSS VZ,2025-10-22T23:08:10.955Z,1430694253108924469
283,2025-10-23T18:34:04.620Z,2025-10-23T18:34:04.620Z,😎 RITTER,😭 PCD Badogue,0m,Anti-Personnel Mine,2025-10-22T23:08:09.663Z,1430694247690141778
284,2025-10-23T18:34:04.621Z,2025-10-23T18:34:04.621Z,😎 RITTER,😭 PCD Heinks,0m,Anti-Personnel Mine,2025-10-22T23:08:07.350Z,1430694237988454431
285,2025-10-23T18:34:04.622Z,2025-10-23T18:34:04.622Z,😎 Sabugador,😭 TDB Bibakillbr,211m,M1 Garand,2025-10-22T23:08:06.734Z,1430694235405029406
286,2025-10-23T18:34:04.623Z,2025-10-23T18:34:04.623Z,😎 TDB La Vendetta 2,😭 latro,162m,SVD,2025-10-22T23:08:03.187Z,1430694220527833179
287,2025-10-23T18:34:04.624Z,2025-10-23T18:34:04.624Z,😎 TDBfantasma,😭 RATAO,192m,M82A1 Desert,2025-10-22T23:07:04.401Z,1430693973961478205
288,2025-10-23T18:34:04.624Z,2025-10-23T18:34:04.624Z,😎 TDB La Vendetta 2,😭 Speedy021,21m,AK47,2025-10-22T23:06:04.235Z,1430693721606848656
289,2025-10-23T18:34:04.625Z,2025-10-23T18:34:04.625Z,😎 RITTER,😭 Cimario,45m,AK47,2025-10-22T23:06:03.671Z,1430693719241134200
290,2025-10-23T18:34:04.626Z,2025-10-23T18:34:04.626Z,😎 NPC Drifter Level 2,😭 Zaratsu,7m,Improvised Rifle,2025-10-22T23:05:06.629Z,1430693479989903464
291,2025-10-23T18:34:04.627Z,2025-10-23T18:34:04.627Z,😎 Durateston,😭 P2Kid,171m,Bleeding,2025-10-22T23:05:04.779Z,1430693472230309979
292,2025-10-23T18:34:04.628Z,2025-10-23T18:34:04.628Z,😎 P2Kid,😭 Durateston,167m,Carbon Hunter,2025-10-22T23:05:03.634Z,1430693467427967109
293,2025-10-23T18:34:04.629Z,2025-10-23T18:34:04.629Z,😎 TDB La Vendetta 2,😭 PCD Badogue,129m,SVD,2025-10-22T23:04:06.608Z,1430693228243582987
294,2025-10-23T18:34:04.630Z,2025-10-23T18:34:04.630Z,😎 TDB GLA,😭 Carrale,9m,AKM,2025-10-22T23:02:14.789Z,1430692759240577194
295,2025-10-23T18:34:04.630Z,2025-10-23T18:34:04.630Z,😎 Chineisinho,😭 TDB Sensei,27m,Bleeding,2025-10-22T23:02:12.608Z,1430692750092664984
296,2025-10-23T18:34:04.633Z,2025-10-23T18:34:04.633Z,😎 Sabugador,😭 TDB Bibakillbr,212m,M1 Garand,2025-10-22T23:02:10.604Z,1430692741687279708
297,2025-10-23T18:34:04.634Z,2025-10-23T18:34:04.634Z,😎 TDB Wilso Waldo,😭 Lubi,0m,Improvised Mine,2025-10-22T23:02:09.544Z,1430692737241583726
298,2025-10-23T18:34:04.635Z,2025-10-23T18:34:04.635Z,😎 Sabugador,😭 InimigoDoCarrale,212m,M1 Garand,2025-10-22T23:02:05.396Z,1430692719843475586
299,2025-10-23T18:34:04.636Z,2025-10-23T18:34:04.636Z,😎 TDB La Vendetta 2,😭 PCD RPN,20m,SF19,2025-10-22T23:01:03.477Z,1430692460136501471
300,2025-10-23T18:34:04.637Z,2025-10-23T18:34:04.637Z,😎 Durateston,😭 Buzz_04,270m,SVD,2025-10-22T23:00:06.795Z,1430692222394826904
